"","family","T1","avg_dT2","avg_dT3","predicted.celltype","Colony_size","exp","distance"
"PLPP1",0,0,0,0,0,0,0,0
"PLPP2",0,0,0,0,0,0,0,0
"PLPP3",0,0,0,0,0,0,0,0
"PLPP5",0,0,0,0,0.002444,0,0,0
"PLPP6",0,0,0,0,0,0,0,0
"PLPP7",0,0,0,0,0,0,0,0
"PLPPR2",0,0,0,0,0,0,0,0
"PLPPR3",0,0,0.007195,0,0.073174,0,0,0
"PLRG1",0.002177,0,0,0,0,0,0,0
"PLS1",0,0,0,0,0,0,0,0
"PLS3",0,0,0,0,0,0,0,0
"PLS3-AS1",0,0,0,0,0,0,0,0
"PLSCR1",0,0,0,0,0,0,0,0
"PLSCR2",0,0,0,0,0,0,0,0
"PLSCR3",0,0,0,0,0,0,0,0
"PLSCR4",0,0,0,0,0,0,0,0
"PLTP",0,0,0,0,0,0,0,0
"PLVAP",0,0,0,0,0,0,0,0
"PLXDC1",0,0,0,0,0,0,0,0
"PLXDC2",0,0,0,0,0.035311,0,0.006422,0.002245
"PLXNA1",0,0,0,0,0,0,0,0.016888
"PLXNA2",0,0,0,0,0,0,0,0
"PLXNA3",0,0,0,0,0,0,0,0
"PLXNA4",0,0,0,0,0,0,0,0
"PLXNB1",0,0,0,0,0,0,0,0
"PLXNB2",0,0,0,0,0.023277,0,0,0
"PLXNB3",0,0,0,0,0,0,0,0
"PLXNC1",0,0,0,0,0,0,0,0
"PLXND1",0,0,0,0,0,0,0,0
"PM20D1",0,0,0,0.011839,0,0,0,0
"PM20D2",0,0,0,0.009064,0.033818,0,0,0
"PMAIP1",0,0.004445,0,0.005357,0,0,0,0
"PMCH",0,0,0,0,0,0,0,0
"PMEL",0,0,0,0,0,0,0,0
"PMEPA1",0,0,0,0,0,0,0,0
"PMF1",0,0,0,0,0,0,0,0
"PMF1-BGLAP",0,0,0,0,0,0,0,0
"PMFBP1",0,0,0,0,0,0,0,0
"PML",0,0,0,0,0,0,0,0
"PMM1",0,0,0,0,0.019578,0,0,0
"PMM2",0.014112,0,0,0,0,0,0,0
"PMP22",0,0,0,0.001414,0,0,0,0
"PMPCA",0.032906,0,0,0,0.014389,0,0,0.045305
"PMPCB",0,0,0,0,0,0,0,0
"PMS1",0,0,0,0,0,0,0,0.000985
"PMS2",0,0,0,0,0,0,0,0
"PMS2CL",0,0,0,0,0,0,0,0
"PMS2P1",0.020404,0,0,0,0.008472,0,0,0.015823
"PMS2P10",0,0,0,0,0,0,0,0
"PMS2P2",0,0,0,0,0,0,0,0
"PMS2P3",0,0,0,0,0,0,0,0
"PMS2P4",0,0,0,0,0,0,0,0
"PMS2P5",0,0,0,0,0,0,0,0.003802
"PMS2P6",0,0,0,0.001869,0,0.0048,0.00579,0
"PMS2P7",0,0,0,0.001871,0,0,0,0
"PMVK",0.018231,0,0,0,0,0,0,0.013706
"PNISR",0.07512,0,0.09754,0,0.006179,0,0.055807,0
"PNKD",0.011257,0,0,0,0,0,0,0.049446
"PNKDP1",0,0,0,0,0,0,0,0
"PNKP",0,0,0,0,0,0,0,0
"PNLDC1",0,0,0,0,0,0,0,0
"PNLIPP1",0,0,0,0,0.004849,0,0,0
"PNLIPRP1",0,0,0,0,0,0,0,0
"PNMA1",0,0,0,0,0,0,0,0.030896
"PNMA3",0,0,0,0,0,0,0,0
"PNMA6A",0,0,0,0,0.000318,0,0,0
"PNMT",0.115819,0.120207,0.122631,0.056362,0.211629,0,0.042796,0.122382
"PNN",0,0,0.017893,0,0,0,0.035908,0
"PNO1",0,0,0,0,0,0,0,0
"PNP",0,0,0,0,0,0,0,0.014505
"PNPLA2",0,0,0,0,0,0,0,0
"PNPLA3",0,0,0,0,0,0,0,0
"PNPLA4",0,0,0,0,0,0,0,0
"PNPLA6",0.013338,0,0,0,0,0,0.009011,0
"PNPLA7",0,0,0,0,0,0,0,0
"PNPLA8",0,0,0,0,0,0,0,0
"PNPO",0,0,0,0,0,0,0,0.018883
"PNPT1",0,0,0,0,0,0,0,0
"PNPT1P1",0,0,0,0,0,0,0,0
"PNRC1",0,0,0,0,0,0,0,0
"PNRC2",0,0,0,0,0,0,0.005462,0
"PNRC2P1",0,0,0,0,0,0,0,0
"POC1A",0,0,0,0,0,0,0,0
"POC1B",0,0,0,0,0,0,0.002163,0
"POC1B-AS1",0,0,0,0,0,0,0,0
"POC1B-GALNT4",0,0.004234,0,0,0,0,0,0.006204
"POC5",0,0,0,0,0,0,0,0
"PODN",0,0,0,0,0,0,0,0
"PODNL1",0,0.009825,0,0,0,0,0,0
"PODXL",0,0,0,0,0,0,0,0
"PODXL2",0,0,0,0,0,0,0,0
"POFUT1",0,0,0,0.004571,0,0,0,0
"POFUT2",0,0,0,0,0,0,0,0
"POGK",0,0,0,0,0,0,0,0
"POGLUT1",0,0,0,0,0,0,0,0
"POGLUT2",0,0,0,0,0,0,0,0
"POGLUT3",0,0,0,0,0.003204,0,0,0
"POGZ",0.010336,0,0,0,0,0,0,0
"POLA1",0,0,0.052934,0,0,0,0.020195,0
"POLA2",0.010297,0,0,0,0,0,0,0
"POLB",0,0,0,0,0,0,0,0
"POLD1",0,0,0,0,0,0,0,0.025747
"POLD2",0.105608,0,0,0,0,0,0,0.029412
"POLD2P1",0,0,0,0,0,0,0,0.003712
"POLD3",0,0,0,0,0,0,0,0
"POLD4",0,0,0,0,0,0,0,0
"POLDIP2",0.012834,0,0,0,0,0,0,0.022411
"POLDIP3",0,0,0,0,0,0,0,0
"POLE",0.022554,0,0,0,0,0,0,0
"POLE2",0,0,0,0,0.031771,0,0,0
"POLE3",0.06223,0,0,0.01416,0,0,0,0.037143
"POLE4",0.037791,0,0,0,0.011233,0,0.019582,0.000909
"POLG",0.023337,0,0,0,0,0,0,0
"POLG2",0.009812,0,0,0,0,0,0,0
"POLH",0,0,0,0,0,0,0,0
"POLH-AS1",0,0,0,0,0,0,0,0
"POLHP1",0,0,0,0,0,0,0,0
"POLI",0,0,0,0,0.006209,0,0,0
"POLK",0,0,0,0,0.012082,0.009011,0.020888,0
"POLL",0,0,0,0,0,0,0,0
"POLM",0,0,0,0,0,0,0,0
"POLN",0,0,0,0,0,0,0,0
"POLQ",0.001195,0,0,0,0.018627,0,0.009947,0.001829
"POLR1A",0.058038,0,0,0,0,0,0,0
"POLR1B",0,0,0,0,0,0,0,0
"POLR1C",0,0,0,0,0,0,0,0
"POLR1D",0,0,0,0,0,0,0,0.045511
"POLR1E",0.007395,0,0,0,0,0,0,0
"POLR2A",0,0,0,0,0,0,0,0.022027
"POLR2B",0,0,0,0,0,0,0,0.007899
"POLR2C",0,0,0,0,0,0,0,0.031354
"POLR2D",0,0,0,0,0,0,0,0
"POLR2E",0.077804,0,0,0,0.023186,0,0,0.037558
"POLR2F",0.135588,0,0,0.0073,0.026204,0,0.060753,0.007555
"POLR2G",0.120027,0,0.019838,0,0.013893,0,0.059619,0.067501
"POLR2H",0.070227,0,0,0,0,0,0.090403,0.034553
"POLR2I",0.004789,0,0,0,0.000372,0,0.015279,0
"POLR2J",0.103049,0,0,0,0,0,0.017528,0.030717
"POLR2J2",0.002809,0,0.013512,0,0.032357,0,0.012899,0
"POLR2J3",0.021384,0,0,0,0.021293,0,0.011406,0
"POLR2J4",0,0,0,0,0.003266,0,0,0
"POLR2K",0.035833,0,0,0,0,0,0.007994,0.040534
"POLR2KP1",0,0,0,0,0,0,0,0
"POLR2L",0.171426,0,0,0,0.033608,0,0.124114,0.064589
"POLR2M",0,0,0,0,0,0,0,0
"POLR3A",0,0,0,0,0,0,0,0.001898
"POLR3B",0,0,0,0,0.001851,0,0,0
"POLR3C",0,0,0,0,0,0,0,0
"POLR3D",0.007524,0,0,0,0,0,0,0
"POLR3DP1",0,0,0,0,0,0,0,0
"POLR3E",0,0,0,0,0,0.008396,0,0
"POLR3F",0,0,0,0,0,0,0,0
"POLR3G",0,0,0,0,0,0,0,0
"POLR3GL",0,0,0,0,0.019062,0,0,0
"POLR3GP2",0,0,0,0,0,0,0,0
"POLR3H",0,0,0,0,0,0,0,0
"POLR3K",0.021733,0,0,0,0.024851,0,0.007049,0.027476
"POLRMT",0.008452,0,0,0,0,0,0,0.019477
"POLRMTP1",0,0,0,0,0,0,0,0
"POM121",0,0,0,0,0,0,0,0
"POM121B",0,0,0,0,0,0,0.018394,0
"POM121C",0.037842,0,0,0,0,0,0.011786,0.004472
"POM121L14P",0,0,0,0,0,0,0,0
"POM121L6P",0,0,0,0,0,0,0,0
"POM121L9P",0,0,0,0,0,0,0,0
"POMC",0,0,0,0,0,0,0,0
"POMGNT1",0,0,0,0,0,0,0,0
"POMGNT2",0,0,0,0,0,0,0,0
"POMK",0,0,0,0,0,0,0,0
"POMP",0.094369,0,0,0.026846,0.01335,0,0.05148,0.086653
"POMT1",0.007836,0,0,0,0,0,0,0
"POMT2",0,0,0,0,0.010077,0,0,0
"POMZP3",0,0,0,0,0,0,0,0
"PON2",0,0,0,0,0,0,0,0
"POP1",0,0,0,0,0,0,0,0
"POP4",0.016237,0,0,0,0.006285,0,0.021088,0.008703
"POP5",0,0,0,0,0,0,0.003655,0.009402
"POP7",0.036316,0,0,0,0,0,0.009209,0.040325
"POPDC2",0,0,0,0,0.003279,0,0,0
"POR",0,0,0,0,0,0,0,0
"PORCN",0,0,0,0,0,0,0,0
"POT1",0,0,0,0,0,0,0,0
"POT1-AS1",0,0,0,0,0,0,0,0
"POTEE",0,0,0,0,0,0,0.006105,0
"POTEF",0,0,0,0,0,0,0,0.010192
"POTEG",0,0,0,0,0,0,0,0
"POTEI",0,0,0,0,0,0,0,0
"POTEJ",0,0,0,0,0,0,0,0
"POTEKP",0,0,0,0,0,0,0,0
"POU2F1",0,0,0,0,0,0,0.001027,0
"POU2F2",0.06292,0,0,0,0.032691,0,0,0.026545
"POU2F3",0,0,0,0,0,0,0,0
"POU5F1",0,0,0,0,0,0,0,0
"POU5F1B",0,0.012886,0,0,0,0.007824,0.007606,0
"POU5F1P3",0,0,0,0,0,0,0,0
"POU5F1P4",0,0,0,0,0,0,0,0
"POU5F1P5",0,0,0,0,0.007359,0,0,0
"POU5F2",0,0,0,0,0.035171,0,0,0
"POU6F1",0,0,0,0,0,0,0,0
"PPA1",0.005586,0,0,0,0,0,0,0.036028
"PPA2",0.085354,0,0,0,0.000182,0,0.016964,0.026661
"PPAN",0.07581,0,0,0,0,0,0,0
"PPAN-P2RY11",0,0,0,0,0,0.009282,0,0
"PPARA",0,0,0,0,0,0,0,0
"PPARD",0.022541,0,0,0,0.022141,0,0.006294,0
"PPARG",0,0,0,0,0,0,0,0
"PPARGC1A",0,0,0,0,0,0,0,0
"PPARGC1B",0,0,0,0,0,0,0,0
"PPAT",0,0,0,0,0,0,0,0.009695
"PPATP1",0,0,0,0,0,0,0,0
"PPATP2",0,0,0,0,0,0,0,0
"PPBP",0,0,0,0,0,0,0,0
"PPCDC",0,0,0,0.013251,0,0,0,0
"PPCS",0,0,0,0,0,0,0.002402,0
"PPDPF",0.144523,0,0,0,0.003833,0,0.012677,0.024476
"PPEF2",0,0,0,0,0.010821,0,0,0
"PPFIA1",0,0,0.005462,0,0.003247,0,0,0
"PPFIA3",0,0,0,0,0,0,0,0
"PPFIBP1",0.076246,0,0,0,0.006637,0,0,0.003338
"PPFIBP2",0,0,0,0,0,0,0,0
"PPHLN1",0,0,0,0,0,0,0,0.019741
"PPIA",0.025194,0,0,0,0,0,0.023294,0
"PPIAL4A",0,0.010133,0,0,0,0,0,0
"PPIAL4D",0,0,0.007478,0,0,0,0,0
"PPIAL4G",0,0,0,0,0,0,0,0
"PPIAL4H",0,0,0,0,0.007627,0,0,0
"PPIAP11",0,0,0,0,0,0,0.003012,0.032807
"PPIAP13",0,0,0,0,0,0,0.013153,0
"PPIAP15",0,0,0,0,0,0,0,0
"PPIAP16",0,0,0,0,0,0,0,0
"PPIAP19",0,0,0,0,0,0.00543,0,0
"PPIAP2",0,0,0.00089,0,0.010814,0,0,0
"PPIAP20",0,0,0,0,0,0,0,0
"PPIAP21",0,0,0,0,0,0,0,0
"PPIAP22",0.008148,0,0,0,0,0,0.044114,0.003818
"PPIAP29",0.007119,0,0,0,0.004578,0,0.016434,0.009643
"PPIAP3",0,0,0,0,0,0,0,0
"PPIAP30",0,0,0,0,0,0,0,0
"PPIAP31",0,0,0,0,0,0,0,0
"PPIAP34",0,0,0.007478,0,0,0,0,0
"PPIAP35",0,0,0,0,0,0,0,0
"PPIAP40",0,0,0,0,0,0,0,0
"PPIAP41",0,0,0.012958,0,0,0,0.009065,0
"PPIAP42",0,0,0,0,0,0,0,0
"PPIAP43",0,0,0,0,0,0,0,0
"PPIAP46",0,0,0,0,0,0,0,0
"PPIAP47",0,0,0,0,0,0,0,0
"PPIAP49",0,0,0,0,0,0,0,0
"PPIAP50",0,0,0,0,0,0,0.008915,0
"PPIAP51",0,0,0,0,0,0,0,0
"PPIAP52",0,0,0,0,0,0,0,0
"PPIAP53",0,0,0.006742,0,0.010834,0,0.002375,0
"PPIAP55",0,0.016796,0,0,0,0,0.017131,0.010345
"PPIAP58",0,0,0.002939,0,0,0,0,0
"PPIAP59",0,0,0,0,0,0,0,0
"PPIAP6",0,0,0,0,0,0,0,0
"PPIAP60",0,0,0,0,0,0,0.000981,0
"PPIAP65",0,0,0,0,0,0,0,0
"PPIAP66",0,0,0,0,0,0,0,0
"PPIAP68",0,0,0,0,0,0,0,0
"PPIAP7",0,0,0,0,0,0,0,0
"PPIAP70",0,0,0,0,0,0,0,0
"PPIAP71",0,0.005307,0,0,0,0,0,0.006302
"PPIAP72",0,0,0.012589,0,0,0,0,0
"PPIAP73",0,0,0,0,0,0,0,0
"PPIAP74",0,0,0,0,0,0,0.004869,0
"PPIAP77",0,0,0,0,0,0,0,0
"PPIAP78",0,0,0,0,0,0,0,0
"PPIAP87",0,0,0,0,0,0,0,0
"PPIB",0.093349,0,0,0.014797,0.018368,0,0,0.066218
"PPIC",0,0,0,0,0,0,0,0
"PPID",0.000297,0,0,0,0,0,0,0
"PPIE",0,0,0,0,0,0,0,0
"PPIEL",0,0,0,0,0,0,0,0
"PPIF",0.038227,0,0,0,0,0,0,0.051835
"PPIG",0.023586,0,0.033703,0,0,0,0.05779,0
"PPIH",0.041039,0,0,0,0,0,0.005198,0.000266
"PPIHP1",0,0,0,0,0,0,0,0
"PPIL1",0,0,0,0,0,0,0,0
"PPIL2",0.059,0,0,0,0,0,0,0
"PPIL3",0.001632,0,0,0.009694,0,0,0.008723,0
"PPIL4",0,0,0,0,0,0,0.006737,0
"PPIL6",0,0,0,0,0,0,0,0
"PPIP5K1",0,0,0,0,0,0,0,0
"PPIP5K2",0.044806,0,0,0.031781,0.078648,0,0.013581,0
"PPL",0,0,0,0,0,0,0,0
"PPM1A",0,0,0,0,0,0,0,0
"PPM1B",0,0,0,0,0,0,0,0
"PPM1D",0,0,0,0,0,0,0,0
"PPM1E",0,0,0,0,0,0,0,0
"PPM1F",0.018189,0,0,0,0.022906,0,0,0
"PPM1F-AS1",0,0,0,0,0,0,0,0
"PPM1G",0,0,0,0,0,0,0,0.011202
"PPM1H",0.051265,0,0,0,0.140656,0,0.00813,0.06502
"PPM1K",0,0,0,0,0,0,0,0
"PPM1L",0,0,0,0,0,0,0,0
"PPM1M",0,0,0,0,0,0,0,0
"PPM1N",0,0.005934,0,0,0,0,0,0
"PPME1",0,0,0,0,0,0,0,0
"PPOX",0,0,0,0,0,0,0.020094,0
"PPP1CA",0.047813,0,0,0,0.015605,0,0,0.032254
"PPP1CB",0.023728,0,0,0,0.006176,0,0,0
"PPP1CC",0,0,0,0,0,0,0,0.008278
"PPP1R10",0,0,0,0,0.011811,0,0,0
"PPP1R11",0,0,0,0,0,0,0,0
"PPP1R11P1",0,0.007169,0,0,0,0,0.004117,0
"PPP1R11P2",0,0,0,0,0,0,0,0
"PPP1R12A",0.039483,0,0.028214,0,0,0,0.025147,0
"PPP1R12A-AS1",0,0,0,0,0,0,0,0
"PPP1R12B",0,0,0.004503,0,0.022666,0,0,0
"PPP1R12BP1",0,0,0,0,0,0,0,0
"PPP1R12BP2",0,0,0,0,0,0,0,0
"PPP1R12C",0,0,0,0,0,0,0.006145,0
"PPP1R13B",0,0,0,0,0,0,0.007662,0
"PPP1R13L",0,0,0,0,0,0,0,0
"PPP1R14A",0.000588,0.062207,0.009693,0,0.155149,0,0.003407,0.002558
"PPP1R14B",0.086184,0,0,0,0,0,0.030145,0.003831
"PPP1R14B-AS1",0,0,0,0,0,0,0.007334,0
"PPP1R14BP2",0,0,0,0,0,0,0.034065,0.003418
"PPP1R14BP3",0,0,0,0,0,0,0,0
"PPP1R14C",0,0,0,0,0,0,0,0
"PPP1R15A",0,0,0.011548,0,0.011361,0,0,0
"PPP1R15B",0,0,0,0,0,0,0,0.006563
"PPP1R16A",0,0,0,0,0,0,0,0
"PPP1R16B",0,0,0,0,0,0,0,0
"PPP1R18",0.04572,0,0,0,0.015034,0,0,0
"PPP1R1A",0,0,0,0,0,0,0,0
"PPP1R1AP1",0,0,0,0,0,0,0,0
"PPP1R1B",0,0,0,0,0,0,0,0
"PPP1R2",0,0,0,0,0,0,0,0
"PPP1R21",0,0,0,0,0,0,0,0
"PPP1R26",0,0,0,0,0,0,0,0
"PPP1R26-AS1",0,0,0,0,0.001865,0,0,0
"PPP1R26P1",0,0,0,0,0,0,0.015378,0
"PPP1R27",0,0,0,0,0,0,0,0
"PPP1R2B",0,0,0,0,0,0,0,0
"PPP1R32",0,0,0,0,0,0,0,0
"PPP1R35",0,0,0,0,0,0,0.004654,0
"PPP1R35-AS1",0,0,0,0,0,0,0,0
"PPP1R37",0,0,0,0,0,0,0.017826,0
"PPP1R3B",0,0,0,0,0,0,0,0
"PPP1R3D",0,0,0,0,0,0,0,0
"PPP1R3E",0,0,0,0,0.00239,0,0,0
"PPP1R3F",0,0,0,0,0,0,0,0
"PPP1R3G",0,0,0,0,0,0,0,0
"PPP1R7",0.021315,0,0,0,0,0,0,0.058736
"PPP1R8",0,0,0,0,0,0,0.007188,0
"PPP1R8P1",0,0,0,0,0,0,0,0
"PPP1R9A",0,0,0,0,0,0,0,0
"PPP1R9A-AS1",0,0,0,0,0,0,0,0
"PPP1R9B",0.015767,0,0,0,0,0,0,0
"PPP2CA",0,0,0,0,0,0,0,0
"PPP2CB",0,0,0,0,0,0,0,0.010772
"PPP2R1A",0.040687,0,0,0,0,0,0,0.048552
"PPP2R1B",0,0,0,0,0,0,0,0
"PPP2R2A",0,0,0,0,0,0,0,0
"PPP2R2B",0,0,0,0,0,0,0,0
"PPP2R2C",0,0,0,0,0,0,0,0
"PPP2R2D",0,0,0,0,0.011521,0,0,0
"PPP2R3A",0,0,0.007239,0,0,0,0,0
"PPP2R3C",0,0,0,0,0.014095,0,0,0
"PPP2R5A",0,0,0,0,0,0,0,0
"PPP2R5B",0,0,0,0,0,0,0,0
"PPP2R5C",0,0,0,0,0,0,0,0
"PPP2R5D",0.006275,0,0,0,0,0,0,0
"PPP2R5E",0,0,0,0,0,0,0,0.01884
"PPP3CA",0,0,0,0,0,0,0,0
"PPP3CB",0,0,0,0,0,0,0,0
"PPP3CB-AS1",0,0,0,0,0,0,0,0
"PPP3CC",0,0,0,0,0,0,0,0.016625
"PPP3R1",0,0,0,0,0.002377,0,0,0
"PPP4C",0.010851,0,0,0,0,0,0.011136,0.015413
"PPP4R1",0,0,0,0,0,0,0,0
"PPP4R1L",0,0,0,0,0,0,0,0
"PPP4R2",0,0,0.006114,0,0,0,0.043797,0
"PPP4R3A",0,0,0,0,0,0,0,0
"PPP4R3B",0,0,0,0,0,0,0,0
"PPP5C",0,0,0,0,0,0,0,0
"PPP5D1",0,0,0,0,0,0,0.003053,0
"PPP6C",0,0,0,0,0,0,0,0.005382
"PPP6R1",0,0,0,0,0,0,0,0.009914
"PPP6R2",0,0,0,0,0.013593,0,0,0
"PPP6R3",0,0,0,0,0,0,0,0
"PPRC1",0.032143,0,0,0,0,0,0,0.049889
"PPT1",0,0,0,0,0.00488,0,0,0.000239
"PPT2",0,0,0,0,0,0,0,0
"PPT2-EGFL8",0,0,0,0,0,0,0,0
"PPTC7",0,0,0,0,0,0,0,0
"PPWD1",0,0,0,0,0,0,0,0
"PQBP1",0.015831,0,0,0,0.04648,0,0.012818,0.012238
"PRADC1",0.00396,0,0,0,0.004869,0,0.061158,0.030596
"PRADC1P1",0,0,0.007075,0.014702,0,0,0.042997,0.00902
"PRAF2",0,0,0,0,0.002015,0,0,0
"PRAG1",0,0,0,0,0.022014,0,0.005425,0
"PRAM1",0.183003,0,0,0.05672,0.195415,0,0,0
"PRANCR",0,0,0,0,0,0,0,0
"PRAP1",0,0,0,0,0,0,0,0.008381
"PRC1",0,0,0,0,0,0,0,0
"PRC1-AS1",0,0,0,0,0,0,0.007874,0
"PRCC",0,0,0,0,0,0,0,0
"PRCD",0,0,0,0,0,0,0,0
"PRCP",0,0,0,0,0,0,0,0
"PRDM1",0,0,0,0,0.00827,0,0,0
"PRDM10",0,0,0,0,0,0,0,0
"PRDM11",0,0,0,0,0.018952,0,0,0
"PRDM12",0,0,0,0,0,0,0,0
"PRDM15",0,0,0,0,0,0,0,0
"PRDM16",0,0,0,0,0,0,0,0
"PRDM16-DT",0,0,0,0,0,0,0.004196,0
"PRDM2",0.040955,0,0,0,0,0,0.027005,0
"PRDM4",0,0,0,0,0,0,0,0
"PRDM5",0,0,0,0,0,0,0,0
"PRDM6",0,0,0,0,0,0,0,0
"PRDM8",0,0,0,0,0,0,0,0
"PRDX1",0.097965,0,0,0,0.043437,0,0.005475,0.063453
"PRDX1P1",0,0,0,0,0,0,0,0
"PRDX2",0.064909,0,0,0,0.008885,0,0,0
"PRDX2P1",0,0,0,0,0,0,0,0
"PRDX2P3",0,0,0,0,0,0,0,0.004191
"PRDX2P4",0,0,0,0,0,0,0,0
"PRDX3",0.004161,0,0,0,0,0,0.009923,0.028775
"PRDX3P1",0,0,0,0,0,0,0,0
"PRDX3P2",0,0,0,0,0,0,0,0
"PRDX4",0.07519,0,0,0,0,0,0.023892,0
"PRDX5",0.036401,0,0,0,0,0,0.033869,0.04617
"PRDX6",0,0,0,0,0,0,0,0.041274
"PREB",0,0,0,0,0,0,0,0.017348
"PRELID1",0.163877,0,0.008296,0,0.066253,0,0.047351,0.044201
"PRELID1P1",0.005655,0,0,0,0,0,0.021167,0.032971
"PRELID1P3",0,0,0,0,0,0,0.023378,0
"PRELID1P4",0,0,0,0,0,0,0,0
"PRELID2",0,0,0,0,0.012235,0,0,0
"PRELID3A",0,0,0,0,0,0,0,0
"PRELID3B",0,0,0,0,0,0,0,0.024204
"PRELID3BP10",0,0,0,0,0,0,0,0
"PREP",0,0,0,0,0,0,0,0
"PREPL",0,0,0,0,0,0,0,0
"PREX1",0.017878,0,0,0,0,0,0,0
"PREX2",0,0,0,0,0,0,0,0
"PRF1",0,0,0,0,0,0,0,0
"PRG2",0,0.053091,0,0.025726,0.042594,0.001689,0,0
"PRH1",0,0,0,0,0,0,0,0
"PRICKLE1",0,0,0,0,0,0,0,0
"PRICKLE2",0,0,0,0,0,0,0,0
"PRICKLE3",0,0,0,0,0,0,0,0
"PRICKLE4",0,0,0,0,0,0,0,0
"PRIM1",0,0,0,0,0,0,0,0.012471
"PRIM2",0,0,0,0,0,0,0,0
"PRIMPOL",0,0,0,0,0,0,0,0.008177
"PRKAA1",0.019889,0,0.008469,0,0,0,0,0
"PRKAA2",0,0,0,0,0,0,0,0
"PRKAB1",0,0,0,0,0,0,0,0
"PRKAB2",0,0,0,0,0,0,0,0
"PRKACA",0,0,0,0,0,0,0,0
"PRKACB",0.036395,0,0,0,0,0,0,0
"PRKACG",0,0,0,0,0,0,0,0
"PRKAG1",0,0,0,0,0,0,0.004058,0
"PRKAG2",0,0,0,0,0,0,0.002292,0
"PRKAG2-AS1",0,0,0,0,0,0,0,0
"PRKAG3",0,0,0,0,0,0,0,0
"PRKAR1A",0,0,0,0,0,0,0,0.004899
"PRKAR1AP1",0,0,0,0,0,0,0,0
"PRKAR1B",2e-06,0,0,0,0,0,0.035178,0
"PRKAR1B-AS1",0,0,0,0,0,0,0.004788,0
"PRKAR2A",0.030364,0,0,0.016804,0.028033,0,0.002322,0
"PRKAR2A-AS1",0,0,0,0,0,0,0,0
"PRKAR2B",0,0,0,0.012282,0.007179,0,0,0
"PRKAR2B-AS1",0,0,0,0,0.000453,0,0.012998,0.016443
"PRKCA",0,0,0,0,0,0,0,0
"PRKCB",0,0,0,0,0,0,0.012411,0
"PRKCD",0.007185,0,0,0,0.007019,0,0,0
"PRKCE",0,0,0,0,0,0,0,0
"PRKCE-AS1",0,0,0,0,0,0.035781,0,0
"PRKCH",0,0,0,0,0,0,0,0
"PRKCI",0,0,0,0,0,0,0,0
"PRKCQ",0,0,0,0,0.008057,0,0,0
"PRKCQ-AS1",0,0,0,0,0.009159,0,0,0
"PRKCSH",0,0,0,0,0,0,0,0
"PRKCZ",0,0,0,0,0,0,0,0
"PRKCZ-AS1",0,0,0,0,0,0,0,0
"PRKD2",0,0,0,0,0,0,0,0
"PRKD3",0,0,0,0,0,0,0,0
"PRKDC",0.048539,0,0,0,0,0,0,0.017103
"PRKG1",0,0,0,0,0,0,0,0
"PRKG1-AS1",0,0,0,0,0,0,0,0
"PRKG2",0,0,0,0,0,0,0,0
"PRKN",0,0,0,0,0,0,0,0
"PRKRA",0,0,0,0,0.000302,0,0,0
"PRKRIP1",0,0,0,0,0,0,0,0
"PRKX",0,0,0.038754,0,0,0,0.068889,0.012701
"PRKX-AS1",0,0.022914,0,0.017789,0,0.017117,0,0
"PRKXP1",0,0,0,0,0,0,0,0
"PRKY",0.126866,0,0.078106,0,0.002763,0,0.235147,0.105412
"PRLR",0,0,0,0,0,0,0,0
"PRMT1",0.079479,0,0,0,0.011249,0,0,0.030498
"PRMT1P1",0,0,0,0,0,0,0,0
"PRMT2",0,0,0,0,0,0,0,0
"PRMT3",0,0,0,0,0,0,0,0
"PRMT5",0.019908,0,0,0,0.036023,0,0,0
"PRMT5-AS1",0,0,0,0,0,0,0,0
"PRMT5P1",0,0,0,0,0,0,0,0
"PRMT6",0,0,0,0,0,0,0,0
"PRMT7",0,0,0,0,0,0,0,0
"PRMT9",0,0,0,0,0,0,0,0
"PRNCR1",0,0,0,0,0,0,0,0
"PRNP",0,0,0,0,0.031799,0,0,0
"PROB1",0,0,0,0,0,0,0.02044,0.037696
"PROC",0,0,0,0,0,0,0,0
"PROCA1",0,0,0,0,0,0,0,0
"PROCR",0,0,0,0,0,0,0.001633,0
"PRODH",0,0,0.002939,0,0,0,0,0
"PROK2",0.0401,0,0,0,0.045548,0,0,0.003509
"PROM1",0.130253,0,0,0,0.024097,0,0,0
"PROM2",0,0,0,0,0,0,0,0
"PRORP",0,0,0,0,0,0,0,0
"PRORSD1P",0,0,0,0,0,0,0,0
"PROS1",0,0,0,0,0.053987,0,0.019464,0
"PROSER1",0.004632,0,0,0,0,0,0,0
"PROSER2",0,0,0,0,0,0,0,0
"PROSER2-AS1",0,0,0,0,0,0,0,0
"PROSER3",0,0,0,0,0.025104,0,0,0
"PROX2",0,0,0,0,0.007681,0,0,0
"PROZ",0,0,0,0,0,0,0,0
"PRPF18",0,0,0,0,0,0,0,0
"PRPF19",0,0,0,0,0,0,0,0.034598
"PRPF3",0,0,0,0,0,0,0,0
"PRPF31",0.056512,0,0,0,0.031604,0,0.012978,0
"PRPF38A",0,0,0,0,0,0,0,0
"PRPF38AP2",0,0,0,0,0,0,0,0
"PRPF38B",0.082773,0,0.013107,0,0,0,0.024584,0
"PRPF39",0,0,0,0,0,0,0,0
"PRPF4",0.020918,0,0.016233,0,0,0,0.011774,0
